"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011/2012","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1169","","","","0"
"2012/2013","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1203","","","","0"
"2013/2014","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1233","","","","0"
"2014/2015","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1293","","","","0"
"2015/2016","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1319","","","","0"
"2016/2017","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1510","","","","0"
"2017/2018","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1638","","","","0"
"2018/2019","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1692","","","","0"
"2019/2020","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","1743","","","","0"
"2020/2021","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","2224","","","","0"
"2021/2022","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","2456","","","","0"
"2022/2023","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","2394","","","","0"
"2023/2024","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","2451","","","","0"
"2024/2025","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v470962","1.1.50","2523","","","","0"
"2000/2001","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2454","","","","0"
"2001/2002","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2497","","","","0"
"2002/2003","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2542","","","","0"
"2003/2004","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2460","","","","0"
"2004/2005","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2543","","","","0"
"2005/2006","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2493","","","","0"
"2006/2007","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2377","","","","0"
"2007/2008","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2264","","","","0"
"2008/2009","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2127","","","","0"
"2009/2010","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2083","","","","0"
"2010/2011","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1888","","","","0"
"2011/2012","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1932","","","","0"
"2012/2013","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1787","","","","0"
"2013/2014","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1755","","","","0"
"2014/2015","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1838","","","","0"
"2015/2016","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1871","","","","0"
"2016/2017","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1852","","","","0"
"2017/2018","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1936","","","","0"
"2018/2019","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","1988","","","","0"
"2019/2020","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2087","","","","0"
"2020/2021","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2601","","","","0"
"2021/2022","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2779","","","","0"
"2022/2023","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2728","","","","0"
"2023/2024","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2824","","","","0"
"2024/2025","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v470980","1.1.56","2847","","","","0"
"2000/2001","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3363","","","","0"
"2001/2002","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3455","","","","0"
"2002/2003","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3562","","","","0"
"2003/2004","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3733","","","","0"
"2004/2005","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3704","","","","0"
"2005/2006","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3667","","","","0"
"2006/2007","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3637","","","","0"
"2007/2008","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3631","","","","0"
"2008/2009","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3672","","","","0"
"2009/2010","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3546","","","","0"
"2010/2011","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3519","","","","0"
"2011/2012","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3286","","","","0"
"2012/2013","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3231","","","","0"
"2013/2014","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3108","","","","0"
"2014/2015","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3025","","","","0"
"2015/2016","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","2906","","","","0"
"2016/2017","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","2850","","","","0"
"2017/2018","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","2932","","","","0"
"2018/2019","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","2885","","","","0"
"2019/2020","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","2881","","","","0"
"2020/2021","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3418","","","","0"
"2021/2022","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3399","","","","0"
"2022/2023","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3348","","","","0"
"2023/2024","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3357","","","","0"
"2024/2025","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v471001","1.1.62","3339","","","","0"
"2000/2001","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4698","","","","0"
"2001/2002","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4924","","","","0"
"2002/2003","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4869","","","","0"
"2003/2004","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4874","","","","0"
"2004/2005","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4950","","","","0"
"2005/2006","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5045","","","","0"
"2006/2007","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5162","","","","0"
"2007/2008","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5412","","","","0"
"2008/2009","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5400","","","","0"
"2009/2010","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5360","","","","0"
"2010/2011","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5284","","","","0"
"2011/2012","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5300","","","","0"
"2012/2013","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5290","","","","0"
"2013/2014","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5216","","","","0"
"2014/2015","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5119","","","","0"
"2015/2016","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5252","","","","0"
"2016/2017","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5088","","","","0"
"2017/2018","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5132","","","","0"
"2018/2019","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4800","","","","0"
"2019/2020","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4692","","","","0"
"2020/2021","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5213","","","","0"
"2021/2022","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","5286","","","","0"
"2022/2023","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4915","","","","0"
"2023/2024","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4959","","","","0"
"2024/2025","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v471019","1.1.68","4748","","","","0"
"2000/2001","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","5878","","","","0"
"2001/2002","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","6088","","","","0"
"2002/2003","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","6289","","","","0"
"2003/2004","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","6570","","","","0"
"2004/2005","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","6823","","","","0"
"2005/2006","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","6775","","","","0"
"2006/2007","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7000","","","","0"
"2007/2008","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7133","","","","0"
"2008/2009","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7070","","","","0"
"2009/2010","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","6993","","","","0"
"2010/2011","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7355","","","","0"
"2011/2012","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7271","","","","0"
"2012/2013","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7461","","","","0"
"2013/2014","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7517","","","","0"
"2014/2015","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7813","","","","0"
"2015/2016","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7748","","","","0"
"2016/2017","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7790","","","","0"
"2017/2018","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","8005","","","","0"
"2018/2019","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7928","","","","0"
"2019/2020","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","8211","","","","0"
"2020/2021","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","8777","","","","0"
"2021/2022","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","8533","","","","0"
"2022/2023","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","8403","","","","0"
"2023/2024","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7821","","","","0"
"2024/2025","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v471040","1.1.74","7484","","","","0"
"2000/2001","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","7739","","","","0"
"2001/2002","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","7844","","","","0"
"2002/2003","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","8012","","","","0"
"2003/2004","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","8153","","","","0"
"2004/2005","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","8219","","","","0"
"2005/2006","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","8218","","","","0"
"2006/2007","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","8508","","","","0"
"2007/2008","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","9024","","","","0"
"2008/2009","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","9036","","","","0"
"2009/2010","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","9164","","","","0"
"2010/2011","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","9551","","","","0"
"2011/2012","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","9627","","","","0"
"2012/2013","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","9817","","","","0"
"2013/2014","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","10005","","","","0"
"2014/2015","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","10182","","","","0"
"2015/2016","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","10484","","","","0"
"2016/2017","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","10517","","","","0"
"2017/2018","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","10964","","","","0"
"2018/2019","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","11178","","","","0"
"2019/2020","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","11452","","","","0"
"2020/2021","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","12089","","","","0"
"2021/2022","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","12587","","","","0"
"2022/2023","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","12743","","","","0"
"2023/2024","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","12365","","","","0"
"2024/2025","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v471061","1.1.80","12271","","","","0"
"2000/2001","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","11369","","","","0"
"2001/2002","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","11071","","","","0"
"2002/2003","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10722","","","","0"
"2003/2004","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10358","","","","0"
"2004/2005","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10191","","","","0"
"2005/2006","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","9947","","","","0"
"2006/2007","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10388","","","","0"
"2007/2008","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10456","","","","0"
"2008/2009","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10563","","","","0"
"2009/2010","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10761","","","","0"
"2010/2011","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","10916","","","","0"
"2011/2012","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","11125","","","","0"
"2012/2013","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","11866","","","","0"
"2013/2014","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","12267","","","","0"
"2014/2015","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","12917","","","","0"
"2015/2016","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","13259","","","","0"
"2016/2017","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","13747","","","","0"
"2017/2018","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","13850","","","","0"
"2018/2019","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","13732","","","","0"
"2019/2020","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","14533","","","","0"
"2020/2021","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","15394","","","","0"
"2021/2022","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","15916","","","","0"
"2022/2023","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","16526","","","","0"
"2023/2024","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","16330","","","","0"
"2024/2025","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v471079","1.1.86","16561","","","","0"
"2000/2001","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","15166","","","","0"
"2001/2002","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","15017","","","","0"
"2002/2003","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","15086","","","","0"
"2003/2004","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","15018","","","","0"
"2004/2005","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","14520","","","","0"
"2005/2006","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","13575","","","","0"
"2006/2007","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","13717","","","","0"
"2007/2008","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","13309","","","","0"
"2008/2009","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","13051","","","","0"
"2009/2010","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","12752","","","","0"
"2010/2011","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","12908","","","","0"
"2011/2012","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","12865","","","","0"
"2012/2013","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","13477","","","","0"
"2013/2014","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","13893","","","","0"
"2014/2015","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","14515","","","","0"
"2015/2016","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","14645","","","","0"
"2016/2017","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","15310","","","","0"
"2017/2018","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","16646","","","","0"
"2018/2019","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","16621","","","","0"
"2019/2020","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","17928","","","","0"
"2020/2021","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","18915","","","","0"
"2021/2022","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","20454","","","","0"
"2022/2023","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","20439","","","","0"
"2023/2024","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","20090","","","","0"
"2024/2025","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v471082","1.1.87","20266","","","","0"
"2000/2001","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","18145","","","","0"
"2001/2002","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17956","","","","0"
"2002/2003","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17906","","","","0"
"2003/2004","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","18057","","","","0"
"2004/2005","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17998","","","","0"
"2005/2006","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17154","","","","0"
"2006/2007","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17853","","","","0"
"2007/2008","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17650","","","","0"
"2008/2009","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17418","","","","0"
"2009/2010","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17045","","","","0"
"2010/2011","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","16930","","","","0"
"2011/2012","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","16486","","","","0"
"2012/2013","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","16364","","","","0"
"2013/2014","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","16386","","","","0"
"2014/2015","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","16910","","","","0"
"2015/2016","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","16478","","","","0"
"2016/2017","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17166","","","","0"
"2017/2018","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","17875","","","","0"
"2018/2019","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","18432","","","","0"
"2019/2020","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","19227","","","","0"
"2020/2021","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","20783","","","","0"
"2021/2022","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","22180","","","","0"
"2022/2023","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","23480","","","","0"
"2023/2024","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","24013","","","","0"
"2024/2025","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v471085","1.1.88","24780","","","","0"
"2000/2001","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","16390","","","","0"
"2001/2002","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","16491","","","","0"
"2002/2003","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","17071","","","","0"
"2003/2004","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","18171","","","","0"
"2004/2005","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","18652","","","","0"
"2005/2006","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","18191","","","","0"
"2006/2007","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","18902","","","","0"
"2007/2008","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","19118","","","","0"
"2008/2009","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","19248","","","","0"
"2009/2010","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","19284","","","","0"
"2010/2011","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","19825","","","","0"
"2011/2012","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","19430","","","","0"
"2012/2013","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","20177","","","","0"
"2013/2014","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","19931","","","","0"
"2014/2015","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","20542","","","","0"
"2015/2016","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","20023","","","","0"
"2016/2017","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","20538","","","","0"
"2017/2018","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","20733","","","","0"
"2018/2019","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","20436","","","","0"
"2019/2020","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","21591","","","","0"
"2020/2021","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v471088","1.1.89","22179","","","","0"
