"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Canada","2021A000011124","Men+","35 to 39 years","Persons","249","units","0","v466816","1.2.49","1545244","","","","0"
"2000","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1299531","","","","0"
"2001","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1329954","","","","0"
"2002","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1350614","","","","0"
"2003","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1369611","","","","0"
"2004","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1386763","","","","0"
"2005","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1390713","","","","0"
"2006","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1370045","","","","0"
"2007","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1332285","","","","0"
"2008","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1283773","","","","0"
"2009","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1240024","","","","0"
"2010","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1206948","","","","0"
"2011","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1195296","","","","0"
"2012","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1190740","","","","0"
"2013","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1185160","","","","0"
"2014","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1175345","","","","0"
"2015","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1165275","","","","0"
"2016","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1157854","","","","0"
"2017","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1162535","","","","0"
"2018","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1178839","","","","0"
"2019","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1203156","","","","0"
"2020","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1226372","","","","0"
"2021","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1253717","","","","0"
"2022","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1287983","","","","0"
"2023","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1345029","","","","0"
"2024","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1410949","","","","0"
"2025","Canada","2021A000011124","Men+","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1444713","","","","0"
"2000","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1150069","","","","0"
"2001","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1181583","","","","0"
"2002","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1220909","","","","0"
"2003","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1257101","","","","0"
"2004","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1284573","","","","0"
"2005","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1309879","","","","0"
"2006","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1338458","","","","0"
"2007","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1360171","","","","0"
"2008","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1384060","","","","0"
"2009","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1400956","","","","0"
"2010","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1399188","","","","0"
"2011","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1369730","","","","0"
"2012","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1336018","","","","0"
"2013","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1292384","","","","0"
"2014","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1251407","","","","0"
"2015","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1219218","","","","0"
"2016","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1208425","","","","0"
"2017","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1200405","","","","0"
"2018","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1194875","","","","0"
"2019","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1189677","","","","0"
"2020","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1186725","","","","0"
"2021","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1181998","","","","0"
"2022","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1193446","","","","0"
"2023","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1223335","","","","0"
"2024","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1267111","","","","0"
"2025","Canada","2021A000011124","Men+","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1297200","","","","0"
"2000","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1018908","","","","0"
"2001","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1053791","","","","0"
"2002","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1064064","","","","0"
"2003","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1081056","","","","0"
"2004","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1110462","","","","0"
"2005","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1146726","","","","0"
"2006","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1182023","","","","0"
"2007","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1222694","","","","0"
"2008","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1261485","","","","0"
"2009","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1292709","","","","0"
"2010","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1320351","","","","0"
"2011","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1350112","","","","0"
"2012","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1366894","","","","0"
"2013","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1383138","","","","0"
"2014","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1395487","","","","0"
"2015","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1392129","","","","0"
"2016","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1366499","","","","0"
"2017","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1329128","","","","0"
"2018","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1282987","","","","0"
"2019","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1242002","","","","0"
"2020","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1211150","","","","0"
"2021","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1201071","","","","0"
"2022","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1198749","","","","0"
"2023","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1201555","","","","0"
"2024","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1208696","","","","0"
"2025","Canada","2021A000011124","Men+","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1211765","","","","0"
"2000","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","772497","","","","0"
"2001","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","809445","","","","0"
"2002","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","869043","","","","0"
"2003","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","916636","","","","0"
"2004","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","957182","","","","0"
"2005","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","997526","","","","0"
"2006","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1032645","","","","0"
"2007","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1045767","","","","0"
"2008","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1067162","","","","0"
"2009","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1099556","","","","0"
"2010","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1137772","","","","0"
"2011","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1173445","","","","0"
"2012","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1211313","","","","0"
"2013","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1249064","","","","0"
"2014","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1276952","","","","0"
"2015","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1299914","","","","0"
"2016","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1324364","","","","0"
"2017","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1341192","","","","0"
"2018","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1358511","","","","0"
"2019","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1372147","","","","0"
"2020","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1368762","","","","0"
"2021","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1339648","","","","0"
"2022","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1303125","","","","0"
"2023","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1261259","","","","0"
"2024","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1228493","","","","0"
"2025","Canada","2021A000011124","Men+","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1203214","","","","0"
"2000","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","613561","","","","0"
"2001","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","630923","","","","0"
"2002","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","655673","","","","0"
"2003","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","687285","","","","0"
"2004","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","720120","","","","0"
"2005","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","752838","","","","0"
"2006","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","788277","","","","0"
"2007","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","844267","","","","0"
"2008","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","891142","","","","0"
"2009","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","933320","","","","0"
"2010","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","977741","","","","0"
"2011","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1013552","","","","0"
"2012","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1023242","","","","0"
"2013","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1041108","","","","0"
"2014","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1069187","","","","0"
"2015","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1102733","","","","0"
"2016","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1135693","","","","0"
"2017","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1172606","","","","0"
"2018","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1209317","","","","0"
"2019","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1239224","","","","0"
"2020","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1264487","","","","0"
"2021","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1289043","","","","0"
"2022","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1305211","","","","0"
"2023","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1323215","","","","0"
"2024","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1338026","","","","0"
"2025","Canada","2021A000011124","Men+","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1334699","","","","0"
"2000","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","549891","","","","0"
"2001","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","550139","","","","0"
"2002","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","548735","","","","0"
"2003","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","552371","","","","0"
"2004","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","562674","","","","0"
"2005","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","574170","","","","0"
"2006","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","594868","","","","0"
"2007","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","619597","","","","0"
"2008","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","648963","","","","0"
"2009","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","679137","","","","0"
"2010","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","709554","","","","0"
"2011","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","744659","","","","0"
"2012","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","801418","","","","0"
"2013","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","849036","","","","0"
"2014","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","888099","","","","0"
"2015","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","926169","","","","0"
"2016","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","957594","","","","0"
"2017","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","969133","","","","0"
"2018","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","986735","","","","0"
"2019","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1015157","","","","0"
"2020","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1048388","","","","0"
"2021","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1079877","","","","0"
"2022","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1117571","","","","0"
"2023","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1154587","","","","0"
"2024","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1186230","","","","0"
"2025","Canada","2021A000011124","Men+","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1211801","","","","0"
"2000","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","458814","","","","0"
"2001","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","469453","","","","0"
"2002","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","479192","","","","0"
"2003","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","484479","","","","0"
"2004","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","487489","","","","0"
"2005","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","488120","","","","0"
"2006","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","489986","","","","0"
"2007","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","491071","","","","0"
"2008","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","497585","","","","0"
"2009","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","510145","","","","0"
"2010","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","524035","","","","0"
"2011","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","542580","","","","0"
"2012","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","564057","","","","0"
"2013","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","592125","","","","0"
"2014","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","621200","","","","0"
"2015","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","649511","","","","0"
"2016","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","682817","","","","0"
"2017","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","736152","","","","0"
"2018","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","779808","","","","0"
"2019","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","818630","","","","0"
"2020","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","855720","","","","0"
"2021","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","884954","","","","0"
"2022","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","895302","","","","0"
"2023","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","912716","","","","0"
"2024","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","940750","","","","0"
"2025","Canada","2021A000011124","Men+","70 to 74 years","Persons","249","units","0","v466939","1.2.86","973885","","","","0"
"2000","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","334440","","","","0"
"2001","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","343124","","","","0"
"2002","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","350505","","","","0"
"2003","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","360134","","","","0"
"2004","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","368045","","","","0"
"2005","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","377148","","","","0"
"2006","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","387225","","","","0"
"2007","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","396463","","","","0"
"2008","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","402987","","","","0"
"2009","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","407491","","","","0"
"2010","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","411318","","","","0"
"2011","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","415678","","","","0"
"2012","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","420251","","","","0"
"2013","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","428812","","","","0"
"2014","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","440666","","","","0"
"2015","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","452249","","","","0"
"2016","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","467991","","","","0"
"2017","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","489014","","","","0"
"2018","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","515087","","","","0"
"2019","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","542639","","","","0"
"2020","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","569007","","","","0"
"2021","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","597971","","","","0"
"2022","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","645544","","","","0"
"2023","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","685472","","","","0"
"2024","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","720433","","","","0"
"2025","Canada","2021A000011124","Men+","75 to 79 years","Persons","249","units","0","v466942","1.2.87","753952","","","","0"
"2000","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","184430","","","","0"
"2001","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","195935","","","","0"
"2002","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","209376","","","","0"
"2003","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","221898","","","","0"
"2004","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","233924","","","","0"
"2005","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","243208","","","","0"
"2006","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","251772","","","","0"
"2007","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","257050","","","","0"
"2008","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","264580","","","","0"
"2009","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","271525","","","","0"
"2010","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","280582","","","","0"
"2011","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","290458","","","","0"
"2012","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","299902","","","","0"
"2013","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","307227","","","","0"
"2014","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","313177","","","","0"
"2015","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","317618","","","","0"
"2016","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","323464","","","","0"
"2017","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","327855","","","","0"
"2018","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","334852","","","","0"
"2019","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","345618","","","","0"
"2020","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","357009","","","","0"
"2021","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","371296","","","","0"
"2022","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","388547","","","","0"
"2023","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","410277","","","","0"
"2024","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","433163","","","","0"
"2025","Canada","2021A000011124","Men+","80 to 84 years","Persons","249","units","0","v466945","1.2.88","455953","","","","0"
"2000","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","88469","","","","0"
"2001","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","91987","","","","0"
"2002","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","94423","","","","0"
"2003","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","96623","","","","0"
"2004","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","99365","","","","0"
"2005","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","106013","","","","0"
"2006","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","115729","","","","0"
"2007","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","124414","","","","0"
"2008","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","131911","","","","0"
"2009","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","139390","","","","0"
"2010","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","144968","","","","0"
